agency_cd,site_no,Date,Flow,Flow_cd,Turb,Turb_cd,80154,80154_cd,80155,80155_cd
USGS,01589000,2014-12-12,229,A,2.6,A,4.4,A,2.73,A
USGS,01589000,2014-12-13,193,A,2.1,A,3.6,A,1.88,A
USGS,01589000,2014-12-14,166,A,2.1,A,3.2,A,1.43,A
USGS,01589000,2014-12-15,150,A,2.2,A,3.8,A,1.53,A
USGS,01589000,2014-12-16,181,A,3.6,A,5.3,A,2.97,A
USGS,01589000,2014-12-17,247,A,4.4,A,8.1,A,5.45,A
USGS,01589000,2014-12-18,200,A,2.6,A,4.3,A,2.36,A
USGS,01589000,2014-12-19,164,A,2,A,2.8,A,1.23,A
USGS,01589000,2014-12-20,140,A,1.6,A,2.7,A,1,A
USGS,01589000,2014-12-21,130,A,2.3,A,3.6,A,1.26,A
USGS,01589000,2014-12-22,125,A,1.7,A,2.5,A,0.85,A
USGS,01589000,2014-12-23,182,A,2.5,A,4.8,A,2.38,A
USGS,01589000,2014-12-24,502,A,30.2,A,60.1,A,103,A
USGS,01589000,2014-12-25,545,A,19.8,A,36.7,A,57.1,A
USGS,01589000,2014-12-26,382,A,4.9,A,9.3,A,9.8,A
USGS,01589000,2014-12-27,309,A,3,A,5.4,A,4.51,A
USGS,01589000,2014-12-28,266,A,2.7,A,5,A,3.59,A
USGS,01589000,2014-12-29,241,A,2.5,A,5,A,3.26,A
USGS,01589000,2014-12-30,198,A,2,A,5,A,2.65,A
USGS,01589000,2014-12-31,169,A,1.6,A,4.2,A,1.92,A
USGS,01589000,2015-01-01,157,A,1.3,A,3.2,A,1.36,A
USGS,01589000,2015-01-02,156,A,1.5,A,2.2,A,0.91,A
USGS,01589000,2015-01-03,155,A,3,A,3.7,A,1.96,A
USGS,01589000,2015-01-04,430,A,27,A,54.3,A,61.2,A
USGS,01589000,2015-01-05,396,A,10,A,16.4,A,18.4,A
USGS,01589000,2015-01-06,298,A,3.2,A,4.4,A,3.51,A
USGS,01589000,2015-01-07,261,A,2,A,2.7,A,1.91,A
USGS,01589000,2015-01-08,208,A e,1.8,A,2.1,A e,1.21,A e
USGS,01589000,2015-01-09,170,A e,1.8,A,2.3,A e,1.54,A e
USGS,01589000,2015-01-10,143,A e,2.2,A,2.6,A e,1.12,A e
USGS,01589000,2015-01-11,132,A,1.7,A,2.8,A,0.99,A
USGS,01589000,2015-01-12,182,A,4.4,A,8.2,A,5,A
USGS,01589000,2015-01-13,310,A e,8.9,A,15.6,A e,13.1,A e
USGS,01589000,2015-01-14,201,A e,4.6,A,8.9,A e,5.31,A e
USGS,01589000,2015-01-15,166,A e,2.6,A,6.1,A e,2.84,A e
USGS,01589000,2015-01-16,154,A,2.1,A,5.8,A,2.4,A
USGS,01589000,2015-01-17,138,A,1.8,A,5.5,A,2.07,A
USGS,01589000,2015-01-18,122,A,1.8,A,5.3,A,1.75,A
USGS,01589000,2015-01-19,120,A,2.1,A,5.1,A,1.65,A
USGS,01589000,2015-01-20,115,A,2.1,A,4.8,A,1.5,A
USGS,01589000,2015-01-21,110,A,1.6,A,4.6,A,1.36,A
USGS,01589000,2015-01-22,112,A,1.5,A,4.4,A,1.32,A
USGS,01589000,2015-01-23,115,A,1.7,A,4.1,A,1.28,A
USGS,01589000,2015-01-24,549,A,59.6,A,119,A,183,A
USGS,01589000,2015-01-25,439,A,20.9,A,39.6,A,50.5,A
USGS,01589000,2015-01-26,340,A,5.4,A,9.6,A,8.89,A
USGS,01589000,2015-01-27,309,A,3.2,A,5.9,A,4.93,A
USGS,01589000,2015-01-28,243,A,2.3,A,6.1,A,4,A
USGS,01589000,2015-01-29,186,A,1.8,A,4.2,A,2.11,A
USGS,01589000,2015-01-30,197,A,2.4,A,3.7,A,1.95,A
USGS,01589000,2015-01-31,168,A,2.2,A,3.3,A,1.51,A
USGS,01589000,2015-02-01,135,A e,1.9,A,3.2,A e,1.3,A e
USGS,01589000,2015-02-02,227,A,9.5,A,18.8,A,13.5,A
USGS,01589000,2015-02-03,225,A,6.9,A,12.4,A,7.67,A
USGS,01589000,2015-02-04,172,A,3.7,A,7.6,A,3.56,A
USGS,01589000,2015-02-05,187,A,2.9,A,5,A,2.48,A
USGS,01589000,2015-02-06,131,A,2.6,A,4.6,A,1.55,A
USGS,01589000,2015-02-07,129,A e,1.6,A,2.9,A e,1.06,A e
USGS,01589000,2015-02-08,122,A,1.9,A,2.5,A,0.83,A
USGS,01589000,2015-02-09,121,A,2,A,2.1,A,0.69,A
USGS,01589000,2015-02-10,134,A,2.1,A,1.8,A,0.64,A
USGS,01589000,2015-02-11,130,A,1.8,A,1.8,A,0.63,A
USGS,01589000,2015-02-12,121,A,2,A,1.9,A,0.63,A
USGS,01589000,2015-02-13,125,A,2,A,2.1,A,0.69,A
USGS,01589000,2015-02-14,102,A,1.4,A,2.2,A,0.61,A
USGS,01589000,2015-02-15,106,A e,1.8,A,2.3,A e,0.9,A e
USGS,01589000,2015-02-17,110,A e,3.4,A,2.6,A e,0.87,A e
USGS,01589000,2015-02-18,111,A e,1.8,A,2.7,A e,1.57,A e
USGS,01589000,2015-02-19,106,A e,1.8,A,2.8,A e,1.26,A e
USGS,01589000,2015-02-20,99.8,A e,1.9,A,2.9,A e,1.05,A e
USGS,01589000,2015-02-21,95.3,A e,1.9,A,3,A e,0.83,A e
USGS,01589000,2015-02-22,165,A,3.4,A,3,A,1.34,A
USGS,01589000,2015-02-23,190,A,4.8,A,3,A,1.54,A
USGS,01589000,2015-02-24,125,A,5.2,A,3,A,1.01,A
USGS,01589000,2015-02-26,111,A,5.7,A,3,A,0.9,A
USGS,01589000,2015-02-27,107,A,6.6,A,3,A,0.86,A
USGS,01589000,2015-02-28,105,A,8.1,A,3.2,A,0.91,A
USGS,01589000,2015-03-01,110,A,8.4,A,4.3,A,1.3,A
USGS,01589000,2015-03-02,155,A,11.2,A,6.4,A,2.69,A
USGS,01589000,2015-03-03,157,A,15.1,A,7.1,A,3.01,A
USGS,01589000,2015-03-04,172,A,21.8,A,11.2,A,6.9,A
USGS,01589000,2015-03-07,354,A e,22,A,24.5,A e,25.7,A e
USGS,01589000,2015-03-08,350,A,13.8,A,20.1,A,20,A
USGS,01589000,2015-03-09,625,A,47.1,A,58.6,A,121,A
USGS,01589000,2015-03-12,1890,A,56.9,A,155,A,959,A
USGS,01589000,2015-03-13,1040,A,19.5,A,34.1,A,99.3,A
USGS,01589000,2015-03-14,1560,A,61.6,A,118,A,626,A
USGS,01589000,2015-03-15,1290,A,18.9,A,47.7,A,174,A
USGS,01589000,2015-03-16,767,A,8.2,A,27.3,A,57.3,A
USGS,01589000,2015-03-17,566,A,6.3,A,16.5,A,25.4,A
USGS,01589000,2015-03-18,460,A,4.8,A,14,A,17.5,A
USGS,01589000,2015-03-19,371,A,3.4,A,13.1,A,13.1,A
USGS,01589000,2015-03-20,377,A,3.4,A,12.1,A,12.3,A
USGS,01589000,2015-03-21,399,A,3.5,A,11.2,A,12.1,A
USGS,01589000,2015-03-22,397,A,3.9,A,11,A,11.8,A
USGS,01589000,2015-03-23,321,A,2.4,A,11,A,9.54,A
USGS,01589000,2015-03-24,288,A,1.9,A,11,A,8.57,A
USGS,01589000,2015-03-25,265,A,1.7,A,11.4,A,8.11,A
USGS,01589000,2015-03-26,279,A,20.8,A,27.9,A,23.9,A
USGS,01589000,2015-03-27,555,A,58.8,A,43.6,A,71.1,A
USGS,01589000,2015-03-28,399,A,6.6,A,8.4,A,9.09,A
USGS,01589000,2015-03-29,311,A,2.6,A,4.7,A,4,A
USGS,01589000,2015-03-30,279,A,2.2,A,4.6,A,3.46,A
USGS,01589000,2015-05-27,89.4,A,5.2,A,3.6,A,0.86,A
USGS,01589000,2015-05-28,88.8,A,4.9,A,3,A,0.73,A
USGS,01589000,2015-05-29,78.2,A,4.5,A,2.5,A,0.52,A
USGS,01589000,2015-05-30,75.3,A,3.9,A,2.2,A,0.45,A
USGS,01589000,2015-05-31,73.2,A,3.2,A,4,A,0.79,A
USGS,01589000,2015-06-20,146,A,12.3,A,24.1,A,19.2,A
USGS,01589000,2015-06-21,337,A,63.4,A,131,A,129,A
USGS,01589000,2015-06-22,212,A,10.1,A,22.1,A,13.1,A
USGS,01589000,2015-06-26,288,A,13.9,A,29.5,A,23.3,A
USGS,01589000,2015-06-27,1880,A,378,A,932,A,12500,A
USGS,01589000,2015-06-30,397,A,8.8,A,13,A,13.9,A
USGS,01589000,2015-07-01,345,A,7.7,A,13.2,A,12.3,A
USGS,01589000,2015-07-02,286,A,5.2,A,10.6,A,8.18,A
USGS,01589000,2015-07-03,243,A,4.4,A,7.9,A,5.23,A
USGS,01589000,2015-07-04,218,A,4.4,A,7,A,4.12,A
USGS,01589000,2015-07-05,202,A,3.2,A,7,A,3.82,A
USGS,01589000,2015-07-06,258,A,21.5,A,30.9,A,54.4,A
USGS,01589000,2015-07-10,207,A,3.5,A,7.4,A,4.14,A
USGS,01589000,2015-07-11,169,A,2.8,A,7.8,A,3.55,A
USGS,01589000,2015-07-12,137,A,2.3,A,6.3,A,2.35,A
USGS,01589000,2015-07-13,121,A,1.8,A,3.9,A,1.27,A
USGS,01589000,2015-07-14,115,A,1.5,A,2.5,A,0.78,A
USGS,01589000,2015-07-15,117,A,49.4,A,33.3,A,11.2,A
USGS,01589000,2015-07-16,114,A,5.1,A,12.5,A,4.05,A
USGS,01589000,2015-07-17,100,A,2.3,A,4.6,A,1.23,A
USGS,01589000,2015-07-18,106,A,3.3,A,3.4,A,0.98,A
USGS,01589000,2015-07-19,107,A,10.2,A,8.1,A,2.28,A
USGS,01589000,2015-07-20,101,A,13.2,A,9.4,A,2.57,A
USGS,01589000,2015-07-21,95.1,A,1.6,A,2.8,A,0.72,A
USGS,01589000,2015-07-22,89.2,A,1.6,A,2.5,A,0.6,A
USGS,01589000,2015-07-23,74.2,A,1.6,A,2.3,A,0.46,A
USGS,01589000,2015-07-24,68.8,A,1.5,A,2.1,A,0.4,A
USGS,01589000,2015-07-25,66.7,A,1.5,A,2.1,A,0.37,A
USGS,01589000,2015-07-26,65.6,A,4.5,A,3.2,A,0.57,A
USGS,01589000,2015-07-27,85.9,A,3.2,A,3.3,A,0.77,A
USGS,01589000,2015-07-28,73.1,A,1.7,A,2.2,A,0.43,A
USGS,01589000,2015-07-29,77.6,A,3.2,A,7.4,A,1.79,A
USGS,01589000,2015-07-30,90.9,A,2.5,A,5.1,A,1.21,A
USGS,01589000,2015-07-31,90.5,A,2.6,A,2,A,0.49,A
USGS,01589000,2015-08-01,67,A,1.8,A,2,A,0.36,A
USGS,01589000,2015-08-02,62.9,A,1.8,A,2,A,0.34,A
USGS,01589000,2015-08-03,62.2,A,1.8,A,2,A,0.34,A
USGS,01589000,2015-08-04,70.4,A,1.9,A,2,A,0.38,A
USGS,01589000,2015-08-05,61.2,A,1.7,A,2,A,0.33,A
USGS,01589000,2015-08-06,57.6,A,1.7,A,2,A,0.31,A
USGS,01589000,2015-08-07,58.7,A,1.9,A,2,A,0.32,A
USGS,01589000,2015-08-08,57.5,A,1.9,A,2,A,0.31,A
USGS,01589000,2015-08-09,56.1,A,1.7,A,2,A,0.3,A
USGS,01589000,2015-08-10,56.5,A,1.7,A,2,A,0.31,A
USGS,01589000,2015-08-11,68.9,A,2,A,2,A,0.37,A
USGS,01589000,2015-08-12,67.7,A,2,A,2,A,0.37,A
USGS,01589000,2015-08-13,55.1,A,1.7,A,2,A,0.3,A
USGS,01589000,2015-08-14,53,A,1.5,A,1.9,A,0.27,A
USGS,01589000,2015-08-15,51.2,A,1.5,A,1.7,A,0.23,A
USGS,01589000,2015-08-16,49.2,A,1.4,A,1.5,A,0.19,A
USGS,01589000,2015-08-17,48.5,A,1.2,A,1.2,A,0.16,A
USGS,01589000,2015-08-19,49.3,A,1.1,A,1.5,A,0.2,A
USGS,01589000,2015-08-20,93.4,A,16.8,A,23,A,11.3,A
USGS,01589000,2015-08-21,74.9,A,10.6,A,8.7,A,2.12,A
USGS,01589000,2015-08-22,51.3,A,2.9,A,2.5,A,0.35,A
USGS,01589000,2015-08-23,46.8,A,1.9,A,2.1,A,0.26,A
USGS,01589000,2015-08-24,69.4,A,17.8,A,31.6,A,12.1,A
USGS,01589000,2015-08-25,72.1,A,19.3,A,28.8,A,6.28,A
USGS,01589000,2015-08-26,47.4,A,3.8,A,3.6,A,0.46,A
USGS,01589000,2015-08-27,44.1,A,2,A,2,A,0.24,A
USGS,01589000,2015-08-28,43.1,A,1.9,A,1.8,A,0.21,A
USGS,01589000,2015-08-29,42,A,1.7,A,0.9,A,0.1,A
USGS,01589000,2015-08-30,41.6,A,1.5,A,0.8,A,0.09,A
USGS,01589000,2015-08-31,41.6,A,1.3,A,0.8,A,0.09,A
USGS,01589000,2015-09-01,40.7,A,1.2,A,0.8,A,0.09,A
USGS,01589000,2015-09-02,40.6,A,1.2,A,0.8,A,0.09,A
USGS,01589000,2015-09-03,41.8,A,1.1,A,0.8,A,0.09,A
USGS,01589000,2015-09-04,40.9,A,1,A,0.8,A,0.09,A
USGS,01589000,2015-09-05,39.2,A,1,A,0.8,A,0.08,A
USGS,01589000,2015-09-06,37.7,A,1.1,A,0.8,A,0.08,A
USGS,01589000,2015-09-07,36.3,A,1.2,A,1,A,0.1,A
USGS,01589000,2015-09-08,36.4,A,1,A,1.3,A,0.13,A
USGS,01589000,2015-09-09,36.6,A,0.8,A,1.7,A,0.17,A
USGS,01589000,2015-09-10,71,A,9.2,A,15.6,A,4.86,A
USGS,01589000,2015-09-11,50.4,A,3.1,A,3,A,0.43,A
USGS,01589000,2015-09-12,85.5,A,12.3,A,25.2,A,8.22,A
USGS,01589000,2015-09-13,86.5,A,6.6,A,7.9,A,2.13,A
USGS,01589000,2015-09-14,47.9,A,2.6,A,2.5,A,0.32,A
USGS,01589000,2015-09-15,42.1,A,1.9,A,2,A,0.23,A
USGS,01589000,2015-09-16,40.4,A,1.6,A,2,A,0.22,A
USGS,01589000,2015-09-17,39.3,A,1.5,A,2.2,A,0.23,A
USGS,01589000,2015-09-18,38.4,A,1.5,A,2.3,A,0.24,A
USGS,01589000,2015-09-19,38,A,1.4,A,2.5,A,0.26,A
USGS,01589000,2015-09-20,37.6,A,1.6,A,2.7,A,0.27,A
USGS,01589000,2015-09-21,36.8,A,1.6,A,2.8,A,0.28,A
USGS,01589000,2015-09-22,39.9,A,1.4,A,3,A,0.32,A
USGS,01589000,2015-09-23,41.4,A,1.3,A,2.9,A,0.32,A
USGS,01589000,2015-09-24,35.4,A,1.4,A,2.7,A,0.26,A
USGS,01589000,2015-09-25,34.2,A,1.6,A,2.6,A,0.24,A
USGS,01589000,2015-09-26,34.2,A,1.6,A,2.5,A,0.23,A
USGS,01589000,2015-09-27,33.8,A,1.5,A,2.3,A,0.21,A
USGS,01589000,2015-09-28,34.5,A,1.1,A,2.2,A,0.2,A
USGS,01589025,2010-10-20,74.5,A,2.9,A,10,A,2,A
USGS,01589025,2010-10-23,58.8,A e,3.2,A,8,A e,1.3,A e
USGS,01589025,2010-10-24,61.4,A,17.7,A,20,A,3.2,A
USGS,01589025,2010-10-25,54.2,A,4.5,A,5,A,0.74,A
USGS,01589025,2010-10-26,54.5,A,4.2,A,5,A,0.81,A
USGS,01589025,2010-10-27,140,A,7.7,A,20,A,8.6,A
USGS,01589025,2010-10-28,120,A,6.5,A,12,A,4,A
USGS,01589025,2010-10-29,77.9,A,5.6,A,7,A,1.4,A
USGS,01589025,2010-10-30,69.2,A,5.5,A,6,A,1.2,A
USGS,01589025,2010-10-31,66.3,A,5.7,A,6,A,1.1,A
USGS,01589025,2010-11-01,63.8,A,5.8,A,10,A,1.8,A
USGS,01589025,2010-11-02,60.6,A,6,A,18,A,3,A
USGS,01589025,2010-11-03,60.2,A,6.4,A,33,A,5.4,A
USGS,01589025,2010-11-04,188,A,13.5,A,51,A,25,A
USGS,01589025,2010-11-05,186,A,12.4,A,7,A,3.8,A
USGS,01589025,2010-11-06,102,A,9.9,A,7,A,1.8,A
USGS,01589025,2010-11-07,83.6,A,8.4,A,7,A,1.5,A
USGS,01589025,2010-11-08,77.5,A,8,A,6,A,1.2,A
USGS,01589025,2010-11-09,73.6,A,8.1,A,5,A,0.92,A
USGS,01589025,2010-11-10,70.1,A,8.7,A,4,A,0.76,A
USGS,01589025,2010-11-11,66.8,A,8.7,A,3,A,0.61,A
USGS,01589025,2010-11-12,64.3,A,8.8,A,3,A,0.48,A
USGS,01589025,2010-11-13,62.9,A,9,A,2,A,0.37,A
USGS,01589025,2010-11-14,63.1,A,9.4,A,2,A,0.34,A
USGS,01589025,2010-11-15,62.8,A,11.5,A,3,A,0.44,A
USGS,01589025,2010-11-18,102,A,12.6,A,28,A,7.6,A
USGS,01589025,2010-11-19,80.5,A,12.6,A,25,A,5.5,A
USGS,01589025,2010-11-20,74.3,A,11.2,A,19,A,3.8,A
USGS,01589025,2010-11-21,71.1,A,11.1,A,15,A,2.9,A
USGS,01589025,2010-11-22,69.5,A,11.9,A,16,A,3,A
USGS,01589025,2010-11-23,68.9,A,19.2,A,20,A,3.8,A
USGS,01589025,2010-11-24,73.8,A,22.2,A,32,A,6.6,A
USGS,01589025,2010-11-25,66.3,A,14.4,A,25,A,4.5,A
USGS,01589025,2010-11-26,68.8,A,14.1,A,25,A,4.6,A
USGS,01589025,2010-11-27,65.8,A,13.1,A,26,A,4.7,A
USGS,01589025,2010-11-28,62.8,A,13.2,A,32,A,5.5,A
USGS,01589025,2010-11-29,62.6,A,35.7,A,47,A,8,A
USGS,01589025,2010-11-30,63.7,A,110,A,89,A,15,A
USGS,01589025,2010-12-01,253,A,99,A,263,A,214,A
USGS,01589025,2010-12-02,228,A,80.3,A,227,A,129,A
USGS,01589025,2010-12-03,123,A,82.3,A,111,A,37,A
USGS,01589025,2010-12-04,102,A,56.5,A,110,A,30,A
USGS,01589025,2010-12-05,92.7,A,48.4,A,98,A,25,A
USGS,01589025,2010-12-06,85.4,A,67.4,A,92,A,21,A
USGS,01589025,2010-12-07,80,A,62.8,A,95,A,21,A
USGS,01589025,2010-12-08,75.6,A,54.1,A,70,A,14,A
USGS,01589025,2010-12-20,70,A e,90.3,A,153,A e,55,A e
USGS,01589025,2010-12-21,68,A e,95.4,A,129,A e,48,A e
USGS,01589025,2011-01-18,62,A e,3.4,A,11,A e,2.2,A e
USGS,01589025,2011-01-27,85,A e,3.1,A,16,A e,6.6,A e
USGS,01589025,2011-01-30,75,A e,2.1,A,32,A e,7.4,A e
USGS,01589025,2011-01-31,72,A e,3.7,A,24,A e,5.4,A e
USGS,01589025,2011-02-01,70,A e,1.9,A,16,A e,3.2,A e
USGS,01589025,2011-02-02,299,A,61.4,A,318,A,305,A
USGS,01589025,2011-02-03,288,A,39.5,A,213,A,168,A
USGS,01589025,2011-02-04,152,A,25.8,A,173,A,71,A
USGS,01589025,2011-02-05,144,A,17.9,A,164,A,64,A
USGS,01589025,2011-02-07,171,A,14,A,147,A,68,A
USGS,01589025,2011-02-08,161,A,10.4,A,138,A,60,A
USGS,01589025,2011-02-09,135,A e,9.9,A,130,A e,46,A e
USGS,01589025,2011-02-10,110,A e,8.5,A,121,A e,38,A e
USGS,01589025,2011-02-11,95,A e,11.2,A,112,A e,30,A e
USGS,01589025,2011-02-13,100,A e,6.7,A,95,A e,27,A e
USGS,01589025,2011-02-21,107,A,4.3,A,62,A,18,A
USGS,01589025,2011-02-22,121,A,4.4,A,53,A,17,A
USGS,01589025,2011-02-23,112,A,3.7,A,51,A,15,A
USGS,01589025,2011-02-24,110,A,3.4,A,49,A,15,A
USGS,01589025,2011-02-25,382,A,56.1,A,208,A,252,A
USGS,01589025,2011-02-26,309,A,52.1,A,107,A,99,A
USGS,01589025,2011-02-27,183,A,18.3,A,45,A,23,A
USGS,01589025,2011-02-28,203,A,13.5,A,41,A,23,A
USGS,01589025,2011-03-01,185,A,9.5,A,21,A,11,A
USGS,01589025,2011-03-02,148,A,7,A,11,A,4.5,A
USGS,01589025,2011-03-03,129,A,5.4,A,3,A,1.2,A
USGS,01589025,2011-03-04,118,A,4.4,A,4,A,1.4,A
USGS,01589025,2011-03-05,112,A,3.6,A,11,A,3.2,A
USGS,01589025,2011-03-06,267,A,46.3,A,241,A,361,A
USGS,01589025,2011-03-07,737,A,266,A,1690,A,5340,A
USGS,01589025,2011-03-08,257,A,36.2,A,137,A,95,A
USGS,01589025,2011-03-09,201,A,13.9,A,104,A,57,A
USGS,01589025,2011-03-10,1320,A,178,A,1990,A,11000,A
USGS,01589025,2011-03-11,1170,A,328,A,2100,A,7660,A
USGS,01589025,2011-03-12,440,A,35.9,A,205,A,255,A
USGS,01589025,2011-03-13,315,A,18.3,A,107,A,92,A
USGS,01589025,2011-03-14,255,A,18.2,A,98,A,67,A
USGS,01589025,2011-03-15,220,A,17.9,A,94,A,56,A
USGS,01589025,2011-03-16,352,A,35.3,A,155,A,156,A
USGS,01589025,2011-03-17,246,A,16.2,A,61,A,40,A
USGS,01589025,2011-03-18,248,A,8.5,A,70,A,47,A
USGS,01589025,2011-03-19,274,A,8.2,A,83,A,61,A
USGS,01589025,2011-03-20,250,A,6.8,A,96,A,65,A
USGS,01589025,2011-03-21,276,A,7,A,91,A,67,A
USGS,01589025,2011-03-22,269,A,6,A,44,A,32,A
USGS,01589025,2011-03-24,434,A,16.5,A,29,A,34,A
USGS,01589025,2011-03-25,349,A,8.4,A,24,A,23,A
USGS,01589025,2011-03-27,260,A,3.8,A,15,A,10,A
USGS,01589025,2011-04-03,233,A,2.9,A,19,A,12,A
USGS,01589025,2011-04-04,216,A,3,A,13,A,7.9,A
USGS,01589025,2011-04-05,343,A,25.8,A,64,A,61,A
USGS,01589025,2011-04-08,274,A,4.5,A,59,A,44,A
USGS,01589025,2011-04-14,613,A,27.4,A,60,A,100,A
USGS,01589025,2011-04-15,445,A,9.2,A,52,A,63,A
USGS,01589025,2011-04-16,596,A,41.8,A,185,A,377,A
USGS,01589025,2011-04-20,668,A,12.3,A,38,A,69,A
USGS,01589025,2011-04-21,528,A,8.5,A,40,A,57,A
USGS,01589025,2011-04-23,414,A,7.2,A,43,A,49,A
USGS,01589025,2011-04-24,445,A,37.4,A,110,A,146,A
USGS,01589025,2011-04-26,336,A,6.1,A,45,A,41,A
USGS,01589025,2011-04-27,294,A,6.4,A,37,A,29,A
USGS,01589025,2011-04-28,636,A,76.3,A,153,A,463,A
USGS,01589025,2011-04-29,888,A,73.1,A,176,A,468,A
USGS,01589025,2011-05-01,446,A,9.4,A,44,A,53,A
USGS,01589025,2011-05-02,395,A,7.2,A,42,A,44,A
USGS,01589025,2011-05-05,373,A,7.5,A,37,A,37,A
USGS,01589025,2011-05-09,263,A,8.8,A,32,A,23,A
USGS,01589025,2011-05-10,236,A,7.4,A,24,A,15,A
USGS,01589025,2011-05-11,206,A,6.4,A,16,A,8.8,A
USGS,01589025,2011-05-12,182,A,6.2,A,11,A,5.6,A
USGS,01589025,2011-05-13,161,A,10.1,A,21,A,9.1,A
USGS,01589025,2011-05-14,160,A,18.6,A,33,A,14,A
USGS,01589025,2011-05-17,216,A,27,A,44,A,31,A
USGS,01589025,2011-05-19,378,A,25.3,A,27,A,28,A
USGS,01589025,2011-05-20,373,A,13.5,A,18,A,18,A
USGS,01589025,2011-05-21,281,A,10.5,A,18,A,13,A
USGS,01589025,2011-05-22,220,A,9.8,A,19,A,11,A
USGS,01589025,2011-05-23,186,A,14.1,A,15,A,7.8,A
USGS,01589025,2011-05-24,173,A,13.7,A,14,A,6.7,A
USGS,01589025,2011-05-25,157,A,18.8,A,22,A,9.3,A
USGS,01589025,2011-05-26,137,A,22.1,A,24,A,8.8,A
USGS,01589025,2011-05-27,120,A,17.3,A,20,A,6.3,A
USGS,01589025,2011-05-28,117,A,13.7,A,18,A,5.6,A
USGS,01589025,2011-05-29,108,A,10.1,A,15,A,4.5,A
USGS,01589025,2011-05-30,102,A,9.6,A,14,A,3.8,A
USGS,01589025,2011-05-31,95.1,A,8.3,A,14,A,3.6,A
USGS,01589025,2011-06-01,90,A,9.2,A,10,A,2.5,A
USGS,01589025,2011-06-02,84.3,A,7.3,A,8,A,1.9,A
USGS,01589025,2011-06-03,79.8,A,5.3,A,7,A,1.6,A
USGS,01589025,2011-06-04,82.2,A,5,A,9,A,2,A
USGS,01589025,2011-06-05,83.7,A,6,A,11,A,2.5,A
USGS,01589025,2011-06-06,84.1,A,5.2,A,12,A,2.7,A
USGS,01589025,2011-06-07,79.5,A,4.8,A,11,A,2.4,A
USGS,01589025,2011-06-08,77.9,A,4.8,A,10,A,2.2,A
USGS,01589025,2011-06-09,75.9,A,3.9,A,11,A,2.3,A
USGS,01589025,2011-06-10,90.9,A,39.2,A,56,A,22,A
USGS,01589025,2011-06-11,89.6,A,20.5,A,35,A,8.4,A
USGS,01589025,2011-06-12,77,A,6,A,25,A,5.2,A
USGS,01589025,2011-06-13,70.3,A,3.9,A,18,A,3.4,A
USGS,01589025,2011-06-14,67.1,A,2.9,A,16,A,2.9,A
USGS,01589025,2011-06-15,67.8,A,2.9,A,15,A,2.8,A
USGS,01589025,2011-06-16,67.4,A,2.7,A,15,A,2.7,A
USGS,01589025,2011-06-17,81.9,A,3.8,A,14,A,3,A
USGS,01589025,2011-06-18,75.1,A,3.7,A,11,A,2.3,A
USGS,01589025,2011-06-19,69.3,A,2.5,A,12,A,2.3,A
USGS,01589025,2011-06-20,68.3,A,2.2,A,14,A,2.5,A
USGS,01589025,2011-06-21,71.9,A,2.6,A,14,A,2.6,A
USGS,01589025,2011-06-22,66.6,A,2.3,A,13,A,2.3,A
USGS,01589025,2011-06-23,61.7,A,2,A,12,A,2.1,A
USGS,01589025,2011-06-24,59.5,A,2,A,12,A,1.9,A
USGS,01589025,2011-06-25,56.3,A,1.9,A,12,A,1.9,A
USGS,01589025,2011-06-26,53.6,A,1.9,A,13,A,1.9,A
USGS,01589025,2011-06-27,52.9,A,1.9,A,13,A,1.8,A
USGS,01589025,2011-06-28,55,A,2.2,A,12,A,1.8,A
USGS,01589025,2011-06-29,51.8,A,2.3,A,11,A,1.6,A
USGS,01589025,2011-06-30,46.3,A,2.4,A,9,A,1.1,A
USGS,01589025,2011-07-01,44.4,A,2.6,A,7,A,0.82,A
USGS,01589025,2011-07-02,43,A,3.1,A,5,A,0.58,A
USGS,01589025,2011-07-03,61.2,A,11.8,A,15,A,2.8,A
USGS,01589025,2011-07-04,62,A,5.2,A,6,A,1,A
USGS,01589025,2011-07-05,50.5,A,2.7,A,4,A,0.6,A
USGS,01589025,2011-07-06,46.1,A,2.7,A,6,A,0.76,A
USGS,01589025,2011-07-10,66.5,A,12.2,A,10,A,1.9,A
USGS,01589025,2011-07-11,53.1,A,6.7,A,5,A,0.65,A
USGS,01589025,2011-07-12,59.9,A,4.2,A,5,A,0.75,A
USGS,01589025,2011-07-13,50.2,A,2.4,A,3,A,0.43,A
USGS,01589025,2011-07-15,42.9,A,1.8,A,3,A,0.35,A
USGS,01589025,2011-07-18,38.1,A,1.9,A,3,A,0.31,A
USGS,01589025,2011-07-19,38.2,A,2,A,4,A,0.37,A
USGS,01589025,2011-07-20,64.5,A,4.4,A,5,A,0.87,A
USGS,01589025,2011-07-21,46.2,A,2.3,A,4,A,0.55,A
USGS,01589025,2011-07-22,38.8,A,1.7,A,3,A,0.27,A
USGS,01589025,2011-07-23,44.5,A,4.8,A,6,A,0.77,A
USGS,01589025,2011-07-24,35.5,A,1.9,A,4,A,0.39,A
USGS,01589025,2011-07-25,554,A,283,A,273,A,986,A
USGS,01589025,2011-07-26,197,A,199,A,129,A,96,A
USGS,01589025,2011-07-27,62,A,30.3,A,20,A,3.4,A
USGS,01589025,2011-07-28,48.3,A,9.4,A,10,A,1.3,A
